Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,Down from 52w high,Up from 52w low,Mkt Cap To Debt Cap,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Market cap to quarterly profit,Market Capitalization
Gopal Iron Stl.,531913,,INE641H01018,Industrial Products,Iron & Steel Products,9.04,5.41,664.44,-27.50,,,-126.83,-328.57,-100.00,0.91,5.41,,-27.50,-0.07,-26.50,-0.81,0.47,0.58,3.08,0.00,,-11.49,0.00,26.32,64.36,5.92,442.96,4.24,,-2.12,444.00,-27.75,4.44
Gopal Snacks,544140,GOPAL,INE0L9R01028,Food Products,Packaged Foods,306.45,2.70,95.99,52.28,6.61,35.13,9.51,-39.70,6.68,433.89,2.70,6.61,101.15,0.04,3.42,443.25,8.56,0.32,1.33,65.58,17.43,-3.57,0.00,23.09,21.13,4.50,55.92,30.70,950.07,10.81,55.93,247.51,3819.06
Gorani Industrie,531608,,INE792J01015,Consumer Durables,Houseware,66.51,0.88,-44.16,15.30,2.46,-1.55,27.30,-32.00,-26.01,13.68,0.88,2.46,17.55,-0.43,14.27,13.96,-3.46,0.89,2.22,0.00,27.64,-34.29,0.00,47.26,31.05,-2.72,128.27,11.93,79.27,20.43,127.39,209.82,35.67
Gothi Plascon,531111,,INE538G01018,Consumer Durables,Houseware,45.64,9.86,28.27,16.62,13.16,-6.87,173.09,-9.88,-18.79,12.34,9.86,13.16,19.48,0.10,1.37,16.61,13.10,0.18,1.44,125.15,19.86,-2.73,0.02,14.77,20.74,1.93,16.05,18.16,98.36,8.01,16.05,63.77,46.55
Gourmet Gateway,506134,,INE512D01028,Leisure Services,Restaurants,13.00,1.10,16.70,9.44,0.80,,-16.45,180.60,5.14,62.71,1.10,0.80,37.24,,-31.31,120.70,7.81,1.45,3.02,0.00,,-42.46,0.03,39.79,8.60,,6.96,8.63,,-1.95,6.96,756.62,196.72
Gowra Leasing,530709,,INE225G01012,Finance,Non Banking Financial Company (NBFC),95.99,8.12,-6.67,9.96,4.57,0.12,3.28,-7.75,9.54,35.90,8.12,4.57,9.96,-0.65,6.21,3.85,-30.52,0.53,1.09,0.00,220.82,-35.75,0.00,36.76,60.52,-0.85,-2.25,15.08,18.69,0.39,-2.26,62.50,74.37
Goyal Aluminiums,541152,GOYALALUM,INE705X01026,Commercial Services & Supplies,Trading & Distributors,7.46,1.62,42.08,54.42,13.07,1.23,19.18,188.00,-32.06,24.23,1.62,13.07,58.88,0.11,0.61,13.27,11.52,0.32,1.08,0.00,2.24,-6.20,0.01,34.68,21.10,6.99,42.41,15.17,156.51,0.88,42.42,73.94,106.48
Goyal Associates,530663,,INE912B01032,Finance,Non Banking Financial Company (NBFC),0.88,2.38,-15.02,7.46,16.50,0.17,319.49,400.00,3.57,5.57,2.38,16.50,8.59,-0.43,1.42,6.38,-5.67,0.19,1.32,0.00,1.51,-19.57,0.02,48.24,15.79,-1.04,-3.06,20.26,7.83,1.18,-3.06,93.00,4.65
Goyal Salt,,GOYALSALT,INE0QFE01017,Food Products,Other Food Products,141.00,1.68,-32.26,16.11,10.24,0.19,16.94,62.76,42.91,61.88,1.68,10.24,19.73,-0.12,3.54,71.47,-12.55,0.80,1.19,0.00,74.55,-19.39,0.00,30.88,17.45,6.46,20.52,19.82,100.00,14.18,20.52,39.56,252.39
GP Eco Solutions,,GPECO,INE0S7E01015,Electrical Equipment,Other Electrical Equipment,377.00,1.57,-615.01,20.62,7.10,,8.19,75.94,-25.54,80.42,1.57,7.10,21.68,,6.92,86.88,-1.07,0.90,1.74,0.00,449.81,-13.52,0.01,38.85,63.91,,19.92,33.27,154.01,19.75,19.97,42.89,446.02
GP Petroleums,532543,GULFPETRO,INE586G01017,Petroleum Products,Lubricants,34.14,0.28,10.51,4.40,34.87,0.56,44.16,-15.06,-3.81,340.75,0.28,34.87,4.95,0.16,0.60,346.57,4.85,0.08,1.17,0.00,83.64,-12.86,0.01,34.28,13.80,1.08,-20.61,11.65,3.26,54.43,-20.60,31.82,174.07
GPT Healthcare,544131,GPTHEALTH,INE486R01017,Healthcare Services,Hospital,129.50,2.37,25.43,13.25,8.82,4.31,0.60,-11.60,1.05,253.80,2.37,8.82,18.56,0.12,1.95,347.05,15.71,0.42,1.47,41.09,86.59,-9.70,0.01,30.00,5.16,1.36,15.77,27.67,109.60,0.33,15.77,113.41,1062.61
GPT Infraproject,533761,GPTINFRA,INE390G01014,Construction,Civil Construction,117.85,1.19,34.20,9.76,5.07,0.34,25.81,-5.03,1.89,547.87,1.19,5.07,11.30,0.06,2.43,517.34,7.66,0.62,1.59,47.34,128.57,-22.04,0.01,21.33,39.50,1.67,51.58,19.23,45.51,25.64,51.57,73.91,1489.23
Grameva,539120,,INE578R01011,"Paper, Forest & Jute Products",Jute & Jute Products,64.15,0.94,-15.22,19.52,1.90,1.12,11.65,-186.36,2.52,8.31,0.94,1.90,23.73,-0.35,18.73,9.05,-14.77,1.10,2.38,0.00,18.08,-29.40,0.01,7.96,122.74,-4.08,-5.36,7.96,200.41,7.94,-5.35,-54.00,30.78
Grand Continent,,GCHOTELS,INE12E301017,Leisure Services,Hotels & Resorts,129.95,3.36,-37.21,22.00,3.32,0.32,23.48,-46.05,36.61,109.10,3.36,3.32,25.87,,2.43,97.90,-9.23,0.24,1.00,0.00,160.43,2.09,0.06,49.04,27.53,,52.36,17.44,143.12,9.10,52.40,140.18,323.82
Grand Foundry,513343,GFSTEELS,INE534A01028,Industrial Products,Iron & Steel Products,11.78,,-19.25,-119.66,-0.81,,,-113.33,,-6.11,,-0.81,-119.66,-0.27,-8.91,-6.11,2861.54,-0.99,0.00,0.00,,-16.90,0.00,0.00,54.59,-2.57,-51.16,0.00,,-2.01,-51.21,-112.03,35.85
Grand Oak Canyon,523862,,INE926B01016,Finance,Non Banking Financial Company (NBFC),32.59,7686.59,,906.27,,,1416259.09,-98.77,0.00,869.51,7686.59,,906.27,,-528.94,3115.77,,3.05,2.65,0.00,3.52,-156.71,0.00,50.84,75.69,,-316.68,-0.22,688.43,60.05,-316.68,28184.17,1691.05
Grandma Trading,504369,,INE927M01029,Commercial Services & Supplies,Trading & Distributors,0.49,32.00,239.98,-29.82,,,-20.00,40.00,175.00,-0.04,32.00,,-29.82,0.00,-0.11,-0.04,2.85,,14.07,0.00,,-1.25,0.04,19.67,0.00,32.00,-18.28,-14.21,,0.00,-18.29,-213.33,6.40
Granules India,532482,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,578.85,2.76,61.49,13.86,7.77,5.23,13.15,15.01,7.01,3982.78,2.76,7.77,18.56,0.04,3.60,4187.09,4.71,0.45,1.58,7.25,457.36,-8.64,0.03,7.75,40.48,2.00,16.21,16.66,90.25,27.59,16.21,93.51,14046.83
Graphisads,,GRAPHISAD,INE0POU01017,Media,Advertising & Media Agencies,48.50,0.65,-10.98,11.37,5.44,1.01,45.62,-34.30,-20.59,104.48,0.65,5.44,13.37,-0.86,6.02,85.06,-6.43,0.48,1.67,0.00,84.68,-48.44,0.08,16.67,59.54,-0.65,13.53,11.75,10.86,34.01,13.51,32.58,88.62
Graphite India,509488,GRAPHITE,INE371A01025,Industrial Products,Electrodes & Refractories,667.70,4.83,27.74,23.17,52.67,-12.08,132.79,-11.84,-11.93,5884.00,4.83,52.67,27.91,0.36,0.59,4772.00,7.95,0.08,1.19,46.51,201.42,-1.99,0.01,2.53,82.56,4.68,26.08,6.25,82.04,183.62,26.08,150.55,13045.29
Grasim Inds,500300,GRASIM,INE047A01021,Cement & Cement Products,Cement & Cement Products,2944.25,1.19,-6.80,11.12,1.94,-2.07,-5.68,49.06,11.06,99617.79,1.19,1.94,14.09,-0.50,26.48,149783.09,-9.50,2.14,4.68,18.37,1476.40,-102.60,0.03,1.20,27.94,-4.34,-11.67,8.92,86.92,-140.62,-11.67,181.40,200362.79
Gratex Industrie,526751,,INE915E01013,"Paper, Forest & Jute Products",Paper & Paper Products,17.18,1.40,171.80,18.07,,-13.73,65.95,50.00,21.98,3.69,1.40,,34.93,0.08,0.57,3.46,0.83,0.01,1.14,0.00,5.94,-0.58,0.00,34.50,20.56,2.89,24.54,5.05,66.78,8.20,24.81,173.67,5.21
Grauer & Weil,505710,GRAUWEIL,INE266D01021,Chemicals & Petrochemicals,Commodity Chemicals,72.45,2.83,29.95,13.55,66.90,0.84,48.32,-11.56,14.97,997.52,2.83,66.90,15.15,0.37,0.08,848.74,12.30,0.07,1.28,14.42,51.94,12.20,0.14,34.99,6.15,2.27,22.81,24.36,71.39,12.35,22.81,85.17,3284.92
Graviss Hospital,509546,,INE214F01026,Leisure Services,Hotels & Resorts,31.75,3.65,31.66,45.66,-1.70,,-10.13,41.70,4.79,188.99,3.65,-1.70,-163.48,0.16,1.24,204.31,3.63,0.06,1.15,0.00,,-3.68,0.01,38.82,11.36,1.48,72.21,2.36,,-0.88,72.23,-172.23,223.90
Gravita India,533282,GRAVITA,INE024L01027,Minerals & Mining,Industrial Minerals,1690.55,3.02,175.67,24.47,18.55,1.10,43.69,1.58,-1.78,2259.72,3.02,18.55,26.28,0.08,1.42,2366.54,3.78,0.27,0.99,15.00,1327.09,-1.57,0.02,22.09,22.53,8.18,44.21,27.00,179.69,244.49,44.22,127.75,12477.68
Gravity (India),532015,,INE995A01013,Textiles & Apparels,Other Textile Products,13.18,0.15,-21.70,1.83,93.88,,2.20,210.34,191.14,3.58,0.15,93.88,1.88,-0.31,-1.18,3.49,-9.46,1.69,3.29,0.00,14.22,-49.54,0.01,17.26,219.90,-1.96,-30.42,-42.18,6.91,1.96,-30.44,2.64,11.87
GRE Renew,544682,,INE0U8P01015,Construction,Civil Construction,98.65,1.68,53.57,13.51,30.59,,25.35,,,35.22,1.68,30.59,13.99,,0.20,36.53,9.02,,1.51,0.00,,3.72,0.05,6.49,13.65,,13.23,45.99,,14.84,13.22,35.24,140.95
Greaves Cotton,501455,GREAVESCOT,INE224A01026,Industrial Products,"Compressors, Pumps & Diesel Engines",169.60,1.21,-22.39,15.05,7.25,0.67,20.05,-6.33,7.36,1375.69,1.21,7.25,25.09,-0.01,-29.42,1562.21,-10.31,0.32,1.77,79.62,66.94,-6.15,0.07,41.31,9.35,-7.18,-175.40,5.98,101.70,28.06,-175.40,161.29,3949.92
Greenchef Appli.,,GREENCHEF,INE0O7P01015,Consumer Durables,Household Appliances,46.00,0.28,-6.41,45.14,0.16,,5.88,-495.61,-11.14,115.99,0.28,0.16,225.68,-0.64,15.06,138.71,-7.58,0.78,2.47,0.00,,-82.30,0.21,37.88,8.75,1.49,3.17,9.15,,9.63,3.17,-23.74,107.06
Greencrest Finan,531737,,INE414C01045,Commercial Services & Supplies,Diversified Commercial Services,0.58,0.46,3.92,46.77,0.52,,24.42,10.75,4.82,57.08,0.46,0.52,47.09,-1.58,39.01,11.22,5.81,0.83,1.77,0.00,,-221.60,0.02,27.50,16.00,0.39,3.38,4.57,,0.31,3.38,20.58,21.20
Greenhitech Ven.,544163,,INE0S0701019,Petroleum Products,Lubricants,92.90,4.38,,39.53,4.73,,105.08,-89.00,125.15,93.30,4.38,4.73,64.62,,2.19,98.72,,,,0.00,,,,34.49,14.20,,,0.00,128.28,22.26,,1097.00,120.67
Greenlam Industr,538979,GREENLAM,INE544R01021,Consumer Durables,Plywood Boards/ Laminates,248.75,2.21,-23.86,26.11,1.58,-34.55,4.01,-101.86,-12.61,1136.55,2.21,1.58,50.88,-0.09,17.13,1874.14,-11.79,1.06,2.50,14.64,32.65,-18.29,0.01,16.60,33.02,2.98,30.97,11.12,1949.37,4.51,30.98,-7212.28,6346.81
Greenleaf Envi.,,GREENLEAF,INE0PLX01017,Other Utilities,Waste Management,131.25,1.57,52.56,9.16,21.61,0.11,27.29,-15.20,-25.96,15.53,1.57,21.61,9.34,0.01,1.61,13.96,10.45,,1.62,0.00,,-11.18,0.03,29.40,18.24,4.65,13.85,34.77,,22.92,13.92,26.84,77.83
Greenpanel Inds.,542857,GREENPANEL,INE08ZM01014,Consumer Durables,Plywood Boards/ Laminates,229.00,1.85,-128.24,27.93,0.50,,9.22,267.32,5.13,1385.16,1.85,0.50,206.35,0.18,5.72,1709.67,-1.28,0.31,1.45,5.10,,-11.33,0.04,34.56,12.91,1.00,36.09,14.63,,11.40,36.09,274.24,2808.17
Greenply Industr,526797,GREENPLY,INE461C01038,Consumer Durables,Plywood Boards/ Laminates,236.80,1.13,-39.16,15.67,2.92,-35.57,7.79,-10.26,-2.20,846.85,1.13,2.92,21.80,0.00,5.91,1114.52,-5.85,0.84,2.23,6.82,121.27,-23.28,0.01,32.72,10.24,1.66,13.52,11.48,138.24,16.28,13.52,175.61,2957.34
Gretex Corporate,543324,GCSL,INE199P01028,Capital Markets,Other Capital Market related Services,333.20,3.84,-33.29,67.97,8.28,,55.75,-46.90,-47.01,138.10,3.84,8.28,87.69,0.06,4.34,143.85,-11.25,0.06,1.16,55.02,,1.20,0.02,17.73,56.32,-8.49,-25.11,44.02,,48.50,-25.15,485.09,781.00
Gretex Industrie,,GRETEX,INE985P01012,Entertainment,Media & Entertainment,206.00,6.76,1915.80,91.76,5.29,2.66,43.16,-64.66,7.60,52.68,6.76,5.29,103.72,0.10,0.66,22.19,0.56,0.02,1.37,0.00,104.42,-0.21,0.00,21.79,14.13,48.58,-49.81,33.04,703.87,13.15,-49.83,679.62,319.42
Grill Splendour,,BIRDYS,INE0PC901019,Leisure Services,Restaurants,117.00,6.33,-26.86,-9.67,-19.98,,4.53,1.82,-15.04,22.30,6.33,-19.98,-8.92,-0.01,-0.67,8.25,-11.10,0.13,1.12,0.00,,-0.31,0.03,24.03,42.16,-32.64,-20.18,22.04,,0.83,-20.04,-21.15,68.54
Grindwell Norton,506076,GRINDWELL,INE536A01023,Industrial Products,Abrasives & Bearings,1666.00,6.27,86.86,28.92,59.09,6.72,39.06,-11.03,-2.83,2281.80,6.27,59.09,34.61,0.12,0.22,2083.02,9.43,0.06,1.29,51.05,434.60,0.70,0.01,11.57,22.86,4.25,40.22,24.36,384.26,103.77,40.23,193.82,18445.91
GRM Overseas,531449,GRMOVER,INE192H01020,Agricultural Food & other Products,Other Agricultural Products,163.05,2.31,1425.48,28.54,5.20,-4.46,29.54,30.56,33.21,499.97,2.31,5.20,29.29,-0.05,3.45,471.21,0.31,0.40,1.97,0.00,44.86,-4.76,0.01,12.13,147.72,-22.62,54.19,15.07,291.50,20.86,54.20,176.52,3378.57
Groarc Industrie,532315,,INE042B01012,IT - Software,Software Products,6.86,0.57,4.12,-140.64,,,150.47,-5.75,-96.41,38.86,0.57,,-110.50,1.24,1.71,37.64,8.50,0.04,1.02,0.00,,131.41,1.29,51.76,32.95,-3.27,2.35,1.48,,17.96,2.35,17.12,14.04
Grob Tea Co,,GROBTEA,INE646C01018,Agricultural Food & other Products,Tea & Coffee,940.40,1.09,11284.80,19.14,2.12,,50.85,1108.89,118.26,104.86,1.09,2.12,50.77,0.26,1.47,106.98,0.01,0.19,1.29,2.31,,-15.95,0.03,30.85,25.89,0.74,7.05,6.25,,423.17,6.83,6.70,109.30
Grover Jewells,,GJL,INE1TY801010,,,100.80,0.29,-274.05,12.23,11.78,,3.78,,,16.70,0.29,11.78,13.66,,1.23,22.44,-2.71,,1.31,0.00,,-4.50,0.02,,,,609.00,42.15,,12.01,558.46,,134.03
Grovy India,539522,,INE343C01012,Realty,"Residential, Commercial Projects",45.50,2.05,-8.10,19.79,4.23,1.49,74.27,42.11,-79.95,22.02,2.05,4.23,20.05,-0.47,9.21,22.13,-19.85,0.75,1.93,7.45,14.83,-27.15,0.00,19.89,23.14,-1.11,-4.51,6.64,75.49,16.53,-4.52,112.41,60.70
Growington Vent,539222,,INE451S01027,Commercial Services & Supplies,Trading & Distributors,0.66,0.40,-7.12,8.17,6.98,,67.79,6.32,-10.33,71.43,0.40,6.98,8.57,,3.19,71.23,-23.13,0.11,1.67,0.00,3.44,-12.13,0.04,71.30,11.86,,-16.49,14.48,6.61,1.11,-16.49,41.96,42.38
GRP,509152,GRPLTD,INE137I01015,Industrial Products,Rubber,1770.00,1.71,-81.03,17.23,3.47,0.53,8.78,-56.63,1.78,181.17,1.71,3.47,23.54,-0.11,6.64,276.12,-3.74,1.21,1.97,25.17,681.36,-23.01,0.00,45.12,18.00,3.06,21.05,13.99,194.84,91.34,21.18,465.02,943.99
GSB Finance,511543,,INE777C01011,Finance,Non Banking Financial Company (NBFC),37.90,18.79,14.48,-225.90,-10.00,,62.81,160.00,-3.13,14.19,18.79,-10.00,-225.90,0.14,0.00,0.78,11.20,0.00,1.00,0.00,,0.75,0.01,23.83,51.60,2.14,-568.50,7.03,,1.27,-568.50,126.33,22.74
GSL Securities,530469,,INE721D01017,Finance,Non Banking Financial Company (NBFC),58.72,318.00,-70.04,-38.88,,,816.67,-350.00,-100.00,5.80,318.00,,-38.88,0.24,0.00,0.49,-4.81,0.00,0.99,0.00,,0.26,0.03,5.00,238.83,-5.87,-74.53,1.25,,1.48,-73.38,-70.67,19.08
GSM Foils,,GSMFOILS,INE0SQY01018,Industrial Products,Packaging,208.00,1.32,,11.65,9.29,,24.28,21.41,14.09,62.35,1.32,9.29,11.83,,1.54,55.89,,0.24,1.30,0.00,551.25,-4.99,0.00,18.48,91.42,,,45.64,81.44,38.24,,55.00,293.13
GSS Infotech,532951,GSS,INE871H01011,IT - Services,IT Enabled Services,15.80,0.39,-0.47,354.56,-1.33,,61.59,117.11,-20.55,350.38,0.39,-1.33,-123.11,-2.71,-105.04,491.44,-19.83,0.41,1.54,0.00,,-331.23,0.21,73.62,15.75,0.43,-0.35,2.73,,24.67,-0.35,165.48,41.37
GTL,500160,GTL,INE043A01012,Telecom - Services,Other Telecom Services,8.07,0.55,0.56,876.44,-0.08,,-2462.85,-353.01,-0.59,-6052.56,0.55,-0.08,-1914.17,-40.58,-651.78,-5700.07,-71.83,-2.17,-0.03,0.00,,-10343.78,0.10,37.92,24.15,0.10,0.64,0.00,,-363.34,0.64,-4.36,126.94
GTL Infra.,532775,GTLINFRA,INE221H01019,Telecom - Services,Telecom - Infrastructure,1.23,1.14,3.82,11.68,0.16,,-638.15,110.12,-1.66,-6387.10,1.14,0.16,33.89,-0.75,-3.92,-6023.23,-24.02,-0.91,-0.70,0.00,,-317.69,0.39,43.32,25.51,0.28,2.48,-12.31,,-6.87,2.48,80.47,1575.53
GTN Industries,500170,,INE537A01013,Textiles & Apparels,Other Textile Products,22.68,0.24,1.50,-57.78,-1.19,,30.65,55.94,8.24,80.20,0.24,-1.19,-11.60,1.00,-6.42,101.67,21.12,0.41,1.70,0.00,,-70.34,0.29,30.96,33.41,0.18,7.30,5.28,,28.51,7.31,-44.70,39.78
GTN Textiles,532744,,INE302H01017,Textiles & Apparels,Other Textile Products,10.99,1.90,1.61,-85.94,-2.57,,-330.12,81.74,63.29,-12.98,1.90,-2.57,-85.94,-1.52,-2.34,-14.40,26.62,-1.41,-5.48,0.00,,-141.25,0.01,19.66,69.34,-2.24,-2.90,-1.94,,-19.18,-2.91,-30.48,12.80
GTPL Hathway,540602,GTPL,INE869I01013,Entertainment,TV Broadcasting & Software Production,78.75,0.24,15.98,2.53,2.38,-0.55,-21.84,56.22,-2.76,1150.25,0.24,2.38,13.49,1.42,7.63,1371.17,3.49,0.50,2.69,46.97,102.72,-51.62,0.15,41.12,3.35,0.15,1.96,10.97,16.84,-71.57,1.96,80.44,885.65
GTT Data,530457,,INE959B01017,IT - Software,Computers - Software & Consulting,75.00,3.99,,-236.52,-3.92,,25.69,73.48,44.54,88.82,3.99,-3.92,-38.55,,-2.64,96.41,,0.21,1.48,0.00,,-5.53,0.01,26.33,35.99,,-24.38,-15.35,,4.83,-24.38,-272.81,286.45
GTV Engineering,539479,,INE910R01024,Industrial Manufacturing,Industrial Products,58.00,3.10,210.32,13.34,241.25,0.12,32.73,68.75,48.48,52.86,3.10,241.25,13.92,0.07,0.49,43.53,2.30,0.24,1.56,8.47,41.23,-0.86,0.05,39.72,39.59,22.89,115.75,16.24,98.65,6.11,115.64,77.42,271.76
Gufic BioScience,509079,GUFICBIO,INE742B01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,314.00,3.62,-34.02,25.62,3.30,-5.80,29.17,23.78,1.55,628.55,3.62,3.30,32.37,-0.05,5.28,772.85,-10.27,0.60,1.88,1.43,165.95,-11.02,0.01,25.24,10.18,4.46,25.65,17.74,289.90,25.31,25.65,210.77,3148.86
Guj Apollo Inds,522217,GUJAPOLLO,INE826C01016,Industrial Manufacturing,Industrial Products,405.00,11.14,-21.80,50.21,1.24,,356.78,103.48,16.34,491.54,11.14,1.24,100.51,-0.14,30.92,298.08,-4.62,0.09,1.10,160.54,,-8.68,0.00,27.16,64.53,-1.35,-33.82,2.34,,129.40,-33.74,224.48,525.28
Guj Inds. Power,517300,GIPCL,INE162A01010,Power,Power Generation,152.30,1.75,-5.96,9.87,7.61,1.74,40.65,-62.94,-13.49,3536.03,1.75,7.61,16.19,-0.25,13.26,7345.07,-8.38,0.82,1.81,30.03,148.86,-103.32,0.23,32.01,14.38,0.36,2.10,7.38,8.46,35.45,2.10,110.98,2363.90
Guj Pipavav Port,533248,GPPL,INE517F01014,Transport Infrastructure,Port & Port services,178.10,7.87,24.00,10.62,81.83,0.73,74.18,-36.01,-2.37,2174.18,7.87,81.83,12.82,0.28,0.13,2179.95,16.48,0.13,1.27,99.31,93.96,9.09,0.12,10.99,46.83,1.67,19.30,23.45,76.64,16.79,19.30,82.10,8610.06
Guj. Ambuja Exp,524226,GAEL,INE036B01030,Agricultural Food & other Products,Other Agricultural Products,134.30,1.11,193.82,14.59,11.57,-1.55,26.16,73.38,-0.17,3093.21,1.11,11.57,21.10,0.28,1.16,2955.95,1.02,0.12,1.15,4.60,78.45,-5.92,0.00,6.64,36.07,1.46,18.09,15.31,59.72,31.53,18.09,88.76,6159.95
Guj. Containers,513507,,INE276I01011,Industrial Products,Packaging,169.50,0.66,18.86,9.41,7.41,-4.55,20.61,47.79,0.98,53.32,0.66,7.41,11.19,0.21,2.47,54.67,7.10,0.39,1.52,10.25,193.85,-18.37,0.07,9.60,9.85,0.97,-201.96,23.90,25.72,53.54,-203.77,47.65,95.77
Guj. Craft Inds,526965,,INE372D01019,Industrial Products,Packaging,119.95,0.28,-801.48,8.73,1.62,-0.79,11.49,26.19,-6.42,63.94,0.28,1.62,13.69,-0.89,25.20,88.12,-0.06,1.23,2.34,18.18,91.41,-130.37,0.03,35.06,16.12,1.11,9.76,7.68,21.24,48.82,9.74,110.64,58.64
Guj. Credit Corp,511441,,INE034B01019,Finance,Other Financial Services,22.01,,45.23,-153.47,,,,47.83,,12.62,,,-153.47,-0.19,-19.67,26.50,4.29,1.36,2.50,0.00,,-31.07,0.00,45.93,0.05,3.97,9.90,-0.28,,-1.08,9.90,-458.58,55.03
Guj. Inject(Ker),524238,,INE659F01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,55.58,7.15,-25.63,142.44,,,50.40,0.00,-34.71,10.15,7.15,,142.44,-0.07,0.00,5.74,-34.14,0.00,1.03,0.00,14.15,0.04,0.02,0.00,226.56,-3.39,-23.05,8.06,1554.76,3.93,-23.13,1163.14,81.42
Guj. Lease Fin.,500174,GLFL,INE540A01017,Finance,Other Financial Services,5.96,,-44.05,502.75,,10.08,,50.00,,-4.12,,,502.75,-0.86,166.67,5.79,-6.20,-2.44,-1.56,0.00,,-59.26,0.20,36.19,50.13,-0.89,-42.50,1.97,,2.13,-42.50,538.33,16.15
Guj. Petrosynth.,506858,,INE636P01011,Chemicals & Petrochemicals,Petrochemicals,59.00,1.66,-16.91,10.16,,-1.59,66.05,215.63,71.53,50.84,1.66,,11.27,0.70,0.10,17.61,-4.25,0.00,1.04,0.00,52.56,2.36,0.04,27.62,14.56,-6.20,-11.80,3.84,10.20,23.35,-11.74,34.86,35.21
Guj. Raffia Inds,523836,GUJRAFFIA,INE610B01024,Industrial Products,Packaging,41.70,0.44,4.72,8.00,4.17,-1.48,9.96,-44.12,126.65,21.70,0.44,4.17,20.03,0.80,4.19,15.13,19.93,0.11,1.21,0.00,20.54,-0.31,0.08,53.64,20.17,0.66,2.92,4.97,33.33,9.54,2.93,118.58,22.53
Guj. State Fin.,532160,,INE944A01011,Finance,Financial Institution,11.60,178.22,-9.29,62.02,0.09,,-160.34,-3.03,-44.44,-3128.53,-178.22,0.09,62.02,-4.57,-5.28,2.81,0.48,-0.21,-0.07,0.00,,-638.42,0.01,45.28,5.45,-0.85,-7.56,0.00,,0.10,-7.56,-3.22,103.37
Guj. Terce Labs.,524314,,INE499G01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,42.00,0.64,15.78,7.09,17.52,,1.72,-45.71,-4.95,8.21,0.64,17.52,7.79,0.19,-0.61,4.30,21.41,0.08,3.56,0.00,,0.58,0.01,47.40,12.90,2.45,10.16,12.11,,1.12,10.18,40.99,31.15
Guj. Themis Bio.,506879,GUJTHEM,INE942C01045,Pharmaceuticals & Biotechnology,Pharmaceuticals,331.30,22.66,-547.98,48.91,58.51,19.93,10.93,-12.62,2.41,264.44,22.66,58.51,56.53,0.03,1.47,311.83,-2.73,0.29,1.05,14.97,124.06,-1.76,0.00,30.90,72.24,5.88,39.67,44.47,1031.12,1.60,39.66,289.73,3610.00
Guj. Toolroom,513337,,INE145J01032,Industrial Products,Plastic Products - Industrial,0.67,0.25,-1.12,17.74,,,88.28,-109.56,-44.31,330.41,0.25,,18.55,,1.27,330.33,-35.55,0.20,2.39,0.00,9.72,-61.80,0.09,72.76,13.56,,-0.36,101.52,4.10,2.37,-0.36,-266.54,93.29
Guj.Nat.Resour.,513536,,INE207H01018,Oil,Oil Exploration & Production,105.05,65.13,-112.22,139.08,1.36,323.79,398.07,98.96,158.21,181.14,65.13,1.36,250.29,-0.02,-2.39,174.84,-7.63,0.05,1.09,0.00,3.74,-0.16,0.00,7.82,498.23,-13.27,-44.33,-0.81,6303.02,6.42,-44.33,351.27,1348.86
Guj.St.Petronet,532702,GSPL,INE246F01010,Gas,Gas Transmission/Marketing,314.70,1.09,9.91,5.24,59.24,-1.38,13.07,-2.57,-3.07,11940.72,1.09,59.24,7.02,0.73,0.09,14899.58,11.86,0.10,1.71,25.39,310.94,5.88,0.10,12.73,20.37,0.49,6.48,21.06,24.84,37.75,6.48,69.16,17755.74
Gujarat Alkalies,530001,GUJALKALI,INE186A01019,Chemicals & Petrochemicals,Commodity Chemicals,476.25,0.81,60.65,7.70,1.24,,1.48,-222.09,-3.58,5570.39,0.81,1.24,46.08,0.90,-9.78,4622.72,0.90,0.24,1.41,-178.19,,-34.05,0.04,31.96,13.92,0.55,9.17,2.21,,8.71,9.18,-175.32,3497.56
Gujarat Cotex,514386,,INE004C01028,Textiles & Apparels,Other Textile Products,9.23,0.35,-8.35,17.46,18.25,-0.83,6.23,-86.49,-56.05,7.63,0.35,18.25,18.89,0.04,4.05,7.05,-17.63,0.12,3.26,0.00,7.29,-3.72,0.02,41.95,37.35,-21.93,10.32,2.46,38.84,1.66,10.36,263.20,13.16
