Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return over 3months,Return over 6months,Is SME,Is not SME,Volume 1month average,Volume 1week average,Volume,Low price,High price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Shakti Pumps,531431,SHAKTIPUMP,INE908D01010,Industrial Products,"Compressors, Pumps & Diesel Engines",656.95,-10.30,-24.05,0,1,896084,597486,737330,548.45,1049.00,1398.00,4.02,0.86,3.37,-8.84,679.08,766.34,679.98,767.44,50.02,-15.86,-18.86,-19.42,-20.31,-24.42,112.20,51.31,1332084,39.92,42.35,8106.63
Shalby,540797,SHALBY,INE597J01018,Healthcare Services,Hospital,177.42,-22.96,-12.69,0,1,136113,145704,149851,160.40,274.70,339.50,40.05,-0.53,0.49,-2.75,187.23,206.82,187.63,207.11,49.09,-4.08,-4.78,-6.27,-6.82,-13.40,8.02,10.27,333705,4.37,,1916.31
Shalibhadra Fin.,511754,,INE861D01011,Finance,Non Banking Financial Company (NBFC),97.35,-9.53,-10.73,0,1,4660,5918,2386,91.00,162.51,211.20,1.18,4.84,1.34,-6.98,101.74,116.54,101.91,116.73,46.44,-2.18,-2.41,-2.00,-1.96,-37.44,34.51,38.29,22444,24.90,25.12,300.70
Shalimar Paints,509874,SHALPAINTS,INE849C01026,Consumer Durables,Paints,63.86,-12.81,-9.08,0,1,111802,72594,63878,54.10,126.87,230.47,8.19,-1.95,0.66,-6.36,65.41,80.55,65.47,80.71,49.36,-0.64,-0.74,-0.64,-0.64,-49.37,-23.96,-8.22,186273,1.43,-1.31,534.58
Shalimar Prod.,512499,,INE435E01020,Entertainment,Media & Entertainment,0.49,0.00,0.00,0,1,71750,82344,92760,0.49,0.50,10.30,0.24,0.00,0.00,0.00,0.49,0.50,0.49,0.50,32.05,0.00,0.00,0.00,0.00,0.00,0.00,-6.62,451335,0.00,3.72,48.23
Shalimar Wires,532455,,INE655D01025,Textiles & Apparels,Other Textile Products,19.47,-7.24,-7.59,0,1,2998,2299,2228,18.00,25.75,42.80,2.49,1.41,0.46,-0.46,20.02,20.78,20.04,20.79,46.63,-0.31,-0.34,-0.34,-0.35,-7.29,17.67,31.51,4318,5.94,14.11,83.24
Shamrock Indl.,531240,,INE022F01015,Commercial Services & Supplies,Trading & Distributors,20.37,10.23,21.47,0,1,4419,12293,12293,10.76,20.37,20.37,3.16,5.00,5.00,5.00,17.17,13.82,17.04,13.75,94.14,0.89,0.85,0.88,0.88,21.83,61.45,,2150,,,11.06
Shangar Decor,540259,,INE118R01032,Commercial Services & Supplies,Diversified Commercial Services,0.26,-18.75,-44.68,0,1,3336583,2167086,1666707,0.24,1.11,4.31,0.24,4.00,4.00,-7.14,0.28,0.48,0.28,0.49,48.54,-0.01,-0.01,-0.01,-0.01,-73.20,-10.28,-36.46,5501065,-14.04,,12.73
Shankar Lal Ram.,542232,SRD,INE01NE01012,Chemicals & Petrochemicals,Trading - Chemicals,55.02,-22.89,-29.65,0,1,57873,51800,51704,52.00,91.19,194.00,4.01,-0.45,-3.32,-12.51,61.59,69.20,61.85,69.34,37.66,-2.23,-2.25,-2.36,-2.40,-22.34,-26.66,53.96,178579,38.49,,351.95
Shankara Building,540425,SHANKARA,INE274V01019,Retailing,Speciality Retail,110.30,-17.39,-58.53,0,1,169824,362860,352203,100.00,295.38,577.34,52.25,-2.54,6.02,1.04,114.56,154.94,114.73,155.39,53.63,-0.80,-1.18,-2.06,-2.38,-25.26,-12.21,2.15,240750,2.27,,267.47
Shankara Buildpro,544517,BUILDPRO,INE24OJ01011,Retailing,Speciality Retail,839.75,,,0,1,77384,52116,43334,633.40,898.05,898.05,633.40,-1.05,4.75,8.78,780.51,800.59,778.09,800.19,61.84,13.81,9.71,-3.76,-8.15,,,,85724,,,2036.34
Shanmuga Hos.,544365,,INE0TD301017,Healthcare Services,Hospital,42.00,12.93,-11.49,1,0,7625,10667,16000,31.00,56.76,56.76,31.00,2.79,2.94,-15.92,44.19,44.87,44.27,44.89,47.47,-1.43,-1.58,-1.54,-1.56,,,,22456,,,57.17
Shantai Indust.,512297,,INE408F01024,Industrial Manufacturing,Industrial Products,30.24,93.60,135.70,0,1,5819,6301,1977,9.50,30.24,78.89,0.69,1.99,8.19,46.09,20.89,15.60,20.51,15.46,84.08,3.04,2.95,2.61,2.51,173.17,70.14,36.00,4053,19.36,,22.68
Shanthala FMCG,,SHANTHALA,INE0Q9Q01017,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,31.55,-4.54,-9.86,1,0,6282,10000,12000,20.40,46.90,145.00,20.40,9.36,1.94,-3.37,32.21,36.32,32.24,36.37,48.87,-0.29,-0.30,0.06,0.15,-7.61,,,8631,,,21.13
Shanthi Gears,522034,SHANTIGEAR,INE631A01022,Industrial Manufacturing,Industrial Products,452.50,-5.06,-17.78,0,1,56724,8816,12854,386.00,620.70,703.55,24.05,-0.24,-0.09,7.11,458.23,491.50,458.47,491.89,51.17,0.20,0.05,-1.82,-2.32,1.56,10.86,29.82,51669,21.50,18.33,3471.39
Shanti Educat.,539921,,INE440T01028,Other Consumer Services,Education,176.55,60.50,69.92,0,1,457044,541383,852082,63.15,200.00,207.75,8.30,-0.76,8.68,3.85,160.50,133.50,159.84,133.07,60.47,0.69,-0.64,-3.62,-4.69,76.90,40.28,67.23,400883,45.48,,2842.46
Shanti Gold,544459,SHANTIGOLD,INE06ZD01017,Consumer Durables,"Gems, Jewellery And Watches",215.48,-5.50,-12.94,0,1,766539,1615470,4609780,184.05,274.10,274.10,184.05,-2.64,4.76,4.13,204.37,215.67,203.92,215.67,57.67,2.85,2.21,1.26,0.87,,,,1642103,,,1553.52
Shanti Guru Inds,534708,,INE892L01019,Retailing,Diversified Retail,9.99,21.68,18.93,1,0,67312,30000,39000,6.10,13.96,49.85,3.52,-7.93,7.77,30.93,8.51,10.11,8.45,10.11,61.59,0.58,0.54,0.27,0.19,-21.65,20.78,,24082,-5.60,-5.32,12.30
Shanti Overseas,,SHANTI,INE933X01016,Agricultural Food & other Products,Edible Oil,7.12,-24.89,-27.79,0,1,50082,38280,33633,6.55,23.87,40.00,6.55,-2.60,2.30,-17.02,8.23,10.87,8.28,10.91,36.09,-0.40,-0.42,-0.44,-0.45,-45.48,-29.42,-21.04,128256,-12.41,,7.91
Shanti Spintex,544059,,INE0QZQ01019,Textiles & Apparels,Other Textile Products,52.50,-21.65,-16.67,1,0,6500,13333,12000,50.51,78.95,96.92,46.25,3.45,-2.78,-9.48,60.29,64.23,60.61,64.34,35.37,-2.81,-2.80,-2.39,-2.28,-18.98,,,13396,,,88.66
Shantidoot Infra,543598,,INE0LU301014,Realty,"Residential, Commercial Projects",214.35,-39.70,-34.05,1,0,567,400,400,152.00,355.50,355.50,70.70,5.00,21.51,17.16,234.37,201.47,235.19,201.34,49.42,-20.07,-23.71,-26.35,-27.92,-29.72,39.48,,616,,,38.54
Sharanam Infra,539584,,INE104S01022,Commercial Services & Supplies,Trading & Distributors,0.27,-25.00,-35.71,0,1,3248918,2106046,1872340,0.25,0.94,1.51,0.25,3.85,0.00,-12.90,0.30,0.41,0.30,0.41,42.44,-0.01,-0.02,-0.01,-0.01,-68.24,-30.95,,7287402,,,16.04
Sharat Industrie,519397,,INE220Z01013,Food Products,Seafood,174.30,26.58,44.11,0,1,204412,191172,211336,59.00,179.00,179.00,9.70,1.99,-0.46,22.92,149.96,123.63,148.97,123.13,72.53,7.98,7.74,6.69,6.37,130.28,66.77,52.49,85172,,,683.51
Sharda Cropchem,538666,SHARDACROP,INE221J01015,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1169.20,49.79,22.16,0,1,1182184,484150,242233,440.05,1233.00,1233.00,99.00,-2.79,2.25,45.26,934.37,838.98,924.79,835.66,71.95,90.99,89.48,62.60,55.50,108.90,35.46,30.82,528044,20.33,18.08,10548.58
Sharda Ispat,513548,,INE385M01012,Industrial Products,Iron & Steel Products,179.95,-10.74,-34.35,0,1,470,692,365,164.50,363.80,752.20,11.16,1.58,-0.58,-2.44,190.31,238.69,190.73,239.28,47.91,-2.79,-2.91,-2.57,-2.52,-34.28,38.32,20.26,544,15.88,31.10,91.41
Sharda Motor,535602,SHARDAMOTR,INE597I01028,Auto Components,Auto Components & Equipments,936.40,-10.53,-8.09,0,1,56394,64542,25192,625.00,1258.00,1477.96,21.40,-0.44,1.90,5.44,914.93,962.95,914.06,963.21,60.08,0.11,-4.42,-13.62,-17.06,10.38,41.92,31.22,72702,34.66,28.71,5375.66
Shardul Sec.,512393,,INE037B01020,Capital Markets,Stockbroking & Allied,30.29,-24.46,-36.92,0,1,2734,2904,3571,28.66,69.50,123.99,1.80,-4.60,-1.59,-9.07,34.56,43.73,34.73,43.86,37.62,-1.01,-0.97,-1.08,-1.10,-54.97,15.22,23.96,8550,17.84,13.36,265.01
Share India Sec.,540725,SHAREINDIA,INE932X01026,Capital Markets,Stockbroking & Allied,154.81,-8.94,-5.57,0,1,552844,744694,793799,127.50,220.95,407.99,7.17,-0.17,2.01,2.59,155.05,173.72,155.06,173.91,54.63,-1.79,-2.55,-3.98,-4.53,-26.17,-14.58,29.84,881622,38.46,,3387.64
Share Samadhan,544251,,INE0LY301010,Finance,Other Financial Services,52.33,-9.85,-27.22,1,0,9516,20400,44800,45.00,87.00,96.50,45.00,13.96,-1.26,-3.45,54.35,63.61,54.43,63.72,49.25,-0.96,-1.09,-0.70,-0.63,-27.86,,,17091,,,64.21
Sharika Enterpr.,540786,,INE669Y01022,Commercial Services & Supplies,Trading & Distributors,12.52,-19.38,-3.69,0,1,41153,30888,71191,11.90,22.24,37.05,2.75,0.48,2.04,-13.00,13.33,15.27,13.36,15.30,43.35,-0.34,-0.37,-0.33,-0.33,-38.17,31.39,6.38,68109,7.53,,54.21
Sharma E I Hosp.,524548,,INE465H01012,Healthcare Services,Healthcare Service Provider,113.30,-16.63,13.50,0,1,678,474,460,59.51,233.90,233.90,22.50,3.99,17.29,-2.96,118.66,118.69,118.88,118.75,51.58,-4.46,-5.50,-6.33,-6.80,-2.83,,,1125,,,37.16
Sharp Chucks and,,SCML,INE460Q01014,Industrial Products,Castings & Forgings,130.00,-12.43,67.74,1,0,16200,16750,2000,68.05,159.50,159.50,55.00,0.62,-0.76,-2.51,132.68,118.29,132.79,118.17,47.33,-1.25,-1.29,-2.06,-2.26,22.58,,,23428,,,149.63
Sharp India,523449,,INE207B01011,Consumer Durables,Consumer Electronics,41.47,-16.22,-32.32,0,1,2362,3055,1440,37.03,79.50,117.00,8.55,-2.19,1.92,11.09,41.89,49.93,41.90,50.02,52.13,0.35,0.34,0.07,0.00,-49.45,-10.22,7.60,3202,5.99,-1.25,107.57
Sharp Investment,538212,,INE909D01026,Finance,Non Banking Financial Company (NBFC),0.45,-19.64,-23.73,0,1,710034,1195885,1379562,0.29,1.29,36.00,0.15,-11.76,12.50,40.62,0.40,0.54,0.40,0.54,60.58,0.02,0.02,0.01,0.00,-32.84,-29.61,3.99,450091,8.15,-23.49,10.89
Sharpline Broadc,543341,,INE647W01014,Media,Advertising & Media Agencies,10.90,-14.58,-14.51,0,1,5374,4250,4290,7.58,15.80,55.95,4.95,3.91,-0.37,2.35,10.86,11.37,10.86,11.38,53.18,-0.09,-0.14,-0.14,-0.16,21.79,12.38,,11279,,,18.29
Sharvaya Metals,544506,,INE0UJF01018,Industrial Products,"Aluminium, Copper & Zinc Products",145.00,-14.73,,1,0,12030,21900,12600,138.00,219.00,219.00,138.00,-0.03,-2.16,-9.63,159.55,184.12,160.15,184.52,41.36,-4.82,-5.05,-5.82,-6.07,,,,48688,,,145.44
Shashank Traders,540221,,INE508R01018,Commercial Services & Supplies,Trading & Distributors,30.89,5.00,10.24,0,1,2,0,0,26.69,30.89,30.89,8.00,5.00,0.00,,17.61,14.25,17.07,14.08,86.78,4.17,3.86,2.95,2.64,21.52,,13.71,2,,,9.56
Shashijit Infra.,540147,,INE700V01021,Construction,Civil Construction,3.20,-28.41,-43.46,0,1,14530,6638,3209,2.68,8.14,10.08,2.39,0.63,1.59,-6.98,3.58,4.71,3.59,4.72,45.78,-0.14,-0.16,-0.17,-0.18,-37.38,-22.14,-9.25,91095,-8.72,,23.26
Shashwat Furnis.,543519,,INE0JMN01019,Consumer Durables,"Furniture, Home Furnishing",91.40,-7.53,26.52,1,0,18545,0,0,41.05,143.46,143.46,27.50,4.46,0.00,-6.26,92.01,66.69,92.04,66.44,45.81,-4.11,-4.41,-2.06,-1.54,98.70,37.64,,9638,,,19.08
Shayona Eng.,544686,,INE0UCL01011,Industrial Products,Castings & Forgings,143.05,,,1,0,130222,32750,6000,137.00,154.00,154.00,137.00,-0.45,-1.31,,149.26,150.53,149.52,150.60,,-2.12,-2.00,-1.28,-1.08,,,,130222,,,55.68
Sheel Bio.,,SHEEL,INE0YJV01017,Commercial Services & Supplies,Diversified Commercial Services,71.80,-6.87,,1,0,15765,3333,2000,62.00,95.55,95.55,62.00,2.57,4.66,4.06,71.92,83.43,71.93,83.55,53.31,-0.53,-0.86,-1.18,-1.34,,,,75852,,,146.13
Sheela Foam,540203,SFL,INE916U01025,Consumer Durables,"Furniture, Home Furnishing",612.95,-8.09,-8.86,0,1,358912,477260,135979,497.95,825.00,2027.51,425.05,0.64,1.94,10.05,577.08,657.54,575.62,657.99,63.05,7.09,3.48,-5.23,-8.31,-24.56,-19.96,-9.45,192719,-0.79,,6663.43
Sheetal Cool,540757,SCPL,INE501Y01019,Food Products,Dairy Products,337.70,41.56,33.95,0,1,13261,9988,10224,190.03,372.30,717.05,80.50,-0.13,2.19,12.25,296.92,287.30,295.26,286.79,65.56,10.57,9.86,7.90,7.24,10.49,-15.00,13.66,26112,17.06,,354.59
Sheetal Univer.,,SHEETAL,INE04VX01019,Agricultural Food & other Products,Other Agricultural Products,215.00,50.45,61.35,1,0,8650,8500,7000,71.50,226.75,226.75,54.50,0.94,1.51,7.23,185.16,144.39,183.94,143.68,76.67,9.66,9.89,10.98,11.31,181.23,,,27073,,,246.30
Shekhawati Inds,533301,SHEKHAWATI,INE268L01046,Textiles & Apparels,Other Textile Products,14.74,-24.45,-32.07,0,1,158459,26667,26473,12.27,26.98,92.20,1.50,-0.07,-0.67,-20.11,17.09,21.50,17.18,21.57,40.71,-0.95,-1.03,-1.17,-1.22,-41.16,34.93,26.78,57237,28.85,-0.82,50.81
Shelter Infra,526839,,INE413C01013,Construction,Civil Construction,12.67,-18.26,-13.63,0,1,1526,2374,2337,11.53,19.00,97.00,4.75,-8.85,-2.46,-5.66,14.42,15.10,14.49,15.12,40.45,-0.38,-0.32,-0.31,-0.29,-12.50,12.08,6.96,700,2.58,-3.95,4.52
Shelter Pharma,543963,,INE013V01011,Pharmaceuticals & Biotechnology,Pharmaceuticals,42.71,3.54,-2.93,1,0,56167,49500,117000,30.21,50.00,80.90,30.21,1.91,-0.35,26.55,39.16,42.19,39.01,42.18,62.56,1.39,1.30,0.89,0.77,-17.07,,,30767,,,69.76
Shemaroo Entert.,538685,SHEMAROO,INE363M01019,Entertainment,Media & Entertainment,113.43,1.59,-2.31,0,1,12954,22958,30119,88.45,161.00,595.00,40.25,4.38,14.61,8.49,104.45,114.20,104.08,114.20,67.07,0.36,-0.67,-1.36,-1.79,-15.01,-3.29,10.10,26164,-14.50,-7.43,309.89
Shentracon Chem.,530757,,INE0OUS01011,Chemicals & Petrochemicals,Commodity Chemicals,51.55,90.57,,0,1,200,100,100,16.65,51.55,51.55,16.65,2.00,6.11,12.58,31.21,21.81,30.38,21.51,100.00,7.26,7.20,6.59,6.42,,,,132,,,22.88
Shera Energy,,SHERA,INE0MM001019,Industrial Products,"Aluminium, Copper & Zinc Products",123.95,-7.43,-12.19,1,0,15150,5750,5000,111.50,172.90,235.00,57.00,1.02,-0.44,-3.20,125.60,137.00,125.67,137.13,49.91,-0.97,-1.15,-1.45,-1.57,-25.56,,,17740,,,302.93
Shervani Indl Sy,526117,,INE011D01013,Realty,"Residential, Commercial Projects",420.00,5.00,4.71,0,1,302,127,303,341.65,569.90,1195.00,18.10,7.14,6.45,4.73,404.01,418.63,403.36,418.62,53.88,0.44,-0.95,1.63,1.93,3.81,7.38,10.68,442,-5.76,13.83,108.06
Sheshadri Indus.,539111,,INE193R01019,Textiles & Apparels,Other Textile Products,19.00,-1.81,-1.04,0,1,1357,3799,782,13.09,25.77,40.40,3.05,0.16,-2.91,2.70,19.82,19.42,19.85,19.42,47.68,-0.21,-0.20,-0.39,-0.43,29.34,0.62,39.71,1496,23.08,14.24,9.42
Shetron,526137,,INE278C01010,Industrial Products,Packaging,117.10,1.39,-18.14,0,1,2498,4830,3714,104.00,168.95,198.00,6.06,4.18,1.91,-6.39,119.28,128.47,119.37,128.59,49.79,-1.35,-1.58,-1.79,-1.90,-31.06,19.89,40.62,3520,17.80,13.91,105.39
Shigan Quantum,,SHIGAN,INE03KJ01013,Auto Components,Auto Components & Equipments,75.50,13.19,-2.08,1,0,14605,15000,13500,41.20,95.00,166.80,41.20,6.34,7.09,26.47,60.18,71.03,59.55,70.98,66.78,5.30,4.97,4.27,4.02,-5.68,-3.09,,12299,,,153.47
Shikhar Cons.,526883,,INE641B01011,Finance,Non Banking Financial Company (NBFC),19.28,177.01,389.34,0,1,4888,8331,5748,1.80,20.47,20.47,1.80,-1.98,-3.94,28.79,14.29,7.20,14.09,7.08,76.56,1.86,1.97,1.95,1.98,,,,2087,,,8.75
Shilchar Tech.,531201,SHILCTECH,INE024F01011,Electrical Equipment,Other Electrical Equipment,4125.10,-3.81,-15.37,0,1,80932,49062,79693,2804.00,6125.00,6125.00,11.72,1.27,1.55,30.69,3736.75,4208.89,3720.90,4209.73,61.95,107.55,78.53,-8.35,-37.33,8.68,116.01,125.76,29470,69.18,51.61,4719.20
Shilp Gravures,513709,,INE960A01017,Industrial Products,"Aluminium, Copper & Zinc Products",182.90,-21.03,-20.82,0,1,2307,2130,4827,175.05,330.95,393.65,17.75,-0.65,2.18,-3.96,201.60,227.48,202.36,227.93,41.00,-6.66,-7.02,-7.12,-7.23,-33.85,25.51,14.32,4116,11.95,12.15,112.48
Shilpa Medicare,530549,SHILPAMED,INE790G01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,339.70,-13.01,-25.23,0,1,858390,1557826,1131395,259.50,501.61,501.61,2.17,2.13,8.50,14.13,314.26,356.00,313.22,356.17,72.40,4.18,1.35,-4.01,-6.06,2.33,40.67,9.58,305526,9.49,5.37,6643.91
Shine Fashions,543244,,INE0BLY01023,Textiles & Apparels,Other Textile Products,27.00,-39.31,-48.44,1,0,35294,26000,8000,24.80,66.00,66.00,2.45,1.24,-4.56,-30.77,36.27,41.99,36.65,42.14,31.82,-3.21,-3.20,-2.63,-2.48,-40.98,66.78,54.17,27378,,,68.34
Shining Tools,544607,,INE0D8001018,Industrial Manufacturing,Industrial Products,61.00,,,1,0,5333,2000,1200,55.11,104.00,104.00,55.11,0.00,0.74,-1.61,67.16,84.65,67.42,84.89,46.60,-1.76,-1.98,-2.62,-2.83,,,,22231,,,34.52
Shipping Land,544142,SCILAL,INE0PB301013,Finance,Investment Company,47.66,-3.31,-4.47,0,1,608706,1311765,1117404,42.85,60.34,108.56,35.65,-2.30,6.17,2.72,46.39,49.99,46.34,50.01,60.84,0.03,-0.16,-0.44,-0.55,-11.92,,,910983,,,2220.00
Shipwaves Online,544646,,INE0O9L01010,Transport Services,Logistics Solution Provider,5.02,,,1,0,648500,465000,320000,4.10,12.00,12.00,4.10,1.01,-6.52,11.06,7.11,9.77,7.19,9.82,34.15,-0.58,-0.59,-0.66,-0.68,,,,1050526,,,71.03
Shish Industries,540693,,INE145Y01023,Industrial Products,Plastic Products - Industrial,12.17,31.28,65.58,0,1,1817580,2747556,6213828,7.10,19.14,19.14,0.34,-5.00,-4.10,-22.43,13.34,10.96,13.39,10.95,34.05,-0.61,-0.56,-0.36,-0.29,22.68,24.94,64.84,984833,54.85,,464.83
Shiv Aum Steels,,SHIVAUM,INE719F01016,Commercial Services & Supplies,Trading & Distributors,275.00,-8.33,-8.94,0,1,64,36,50,237.50,360.55,360.55,41.90,-5.17,-11.56,-8.32,297.46,224.76,298.37,224.26,37.40,0.25,3.16,3.33,4.10,10.00,12.33,39.53,1804,,,374.01
Shiv Texchem,544272,,INE0YRO01015,Chemicals & Petrochemicals,Trading - Chemicals,158.45,-12.39,-38.75,1,0,26060,12600,5200,95.00,321.90,417.00,95.00,2.23,-2.10,19.45,147.12,203.63,146.65,204.08,62.34,3.41,1.91,-3.51,-5.24,-33.27,,,24090,,,367.16
Shiva Cement,532323,,INE555C01029,Cement & Cement Products,Cement & Cement Products,20.70,-17.07,-37.02,0,1,163923,159772,105186,18.81,42.74,62.54,1.56,0.53,2.27,-14.74,22.58,28.08,22.66,28.16,40.93,-0.77,-0.81,-0.71,-0.70,-41.31,-24.89,0.95,227120,7.57,16.08,610.65
Shiva Global,530433,,INE960E01019,Fertilizers & Agrochemicals,Fertilizers,37.00,-15.64,-20.45,0,1,3750,4573,4656,28.35,52.65,133.40,5.51,3.29,-3.67,0.19,36.75,40.71,36.74,40.74,54.41,0.27,0.19,-0.25,-0.38,-7.01,-27.06,0.33,6897,2.54,6.89,36.97
Shiva Granito,540072,,INE191V01015,Other Construction Materials,Other Construction Materials,12.41,9.82,-23.63,1,0,22222,25000,30000,7.01,23.30,30.85,1.66,-0.64,3.33,5.62,12.22,14.38,12.21,14.40,56.29,0.39,0.37,0.21,0.16,-41.35,9.35,36.59,32842,10.55,,16.40
Shiva Mills,540961,SHIVAMILLS,INE644Y01017,Textiles & Apparels,Other Textile Products,55.51,-14.84,-19.26,0,1,8788,6955,4085,51.19,94.58,209.00,17.00,-1.67,-6.22,0.25,58.50,68.01,58.63,68.14,46.27,-0.58,-0.57,-1.01,-1.12,-36.53,-15.71,8.22,13341,2.85,,47.97
Shiva Suitings,521003,,INE02Z901011,Commercial Services & Supplies,Trading & Distributors,21.15,1.54,-3.42,0,1,300,0,0,20.82,23.48,35.42,11.60,1.29,0.00,1.54,22.73,17.75,22.79,17.72,42.85,-1.08,-1.14,-1.07,-1.07,-14.37,,,374,,,3.28
Shiva Texyarn,511108,SHIVATEX,INE705C01020,Textiles & Apparels,Other Textile Products,167.70,-8.07,-3.43,0,1,9762,14306,19516,157.15,249.50,669.90,13.69,-3.79,-6.42,-1.19,174.87,185.05,175.17,185.22,43.90,-0.87,-0.58,-1.99,-2.27,-23.44,8.83,4.74,13088,2.23,2.92,217.38
Shivagrico Impl.,522237,,INE092H01014,Industrial Manufacturing,Industrial Products,25.10,-13.42,0.36,0,1,811,516,1425,21.00,36.22,36.22,3.77,-6.45,5.64,-3.39,26.76,26.81,26.83,26.83,47.07,-0.49,-0.48,-0.77,-0.83,-18.98,12.24,35.38,1752,22.66,4.36,12.58
Shivalic Power,,SPCL,INE0T7B01010,Electrical Equipment,Other Electrical Equipment,95.90,0.63,-12.82,1,0,19170,10800,4800,71.00,193.75,396.75,71.00,3.45,-2.64,2.18,93.40,113.81,93.30,113.99,52.71,0.36,0.24,0.54,0.58,-47.31,,,38437,,,231.27
Shivalik Bimetal,513097,SBCL,INE386D01027,Industrial Products,Iron & Steel Products,515.85,5.99,-1.43,0,1,111756,159657,100911,342.00,605.00,750.00,1.59,-0.03,6.76,19.07,449.21,480.43,446.49,480.07,69.83,16.62,13.05,5.93,3.26,3.66,6.49,56.04,122154,33.11,54.19,2971.51
Shivalik Rasayan,539148,SHIVALIK,INE788J01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,301.40,-31.76,-41.48,0,1,42908,79050,105923,277.00,744.60,1196.80,7.00,3.29,-0.03,-10.30,342.98,449.62,344.68,451.11,37.23,-15.67,-16.76,-16.23,-16.37,-56.39,-25.52,-14.45,39917,2.78,24.37,474.72
Shivam Autotech,532776,SHIVAMAUTO,INE637H01024,Auto Components,Auto Components & Equipments,22.85,-19.26,-19.51,0,1,62485,48524,46123,18.41,39.98,100.67,2.63,-1.38,0.00,3.25,23.41,28.29,23.44,28.35,54.07,-0.26,-0.38,-0.75,-0.87,-37.98,-3.78,2.73,133929,-1.94,-4.81,300.47
Shivam Chemicals,544165,,INE0SGR01013,Food Products,Animal Feed,94.16,55.87,53.11,1,0,48395,47250,106500,45.00,103.99,103.99,45.00,4.70,16.97,55.64,70.75,62.06,69.79,61.73,81.49,6.46,5.66,4.35,3.82,104.25,,,25768,,,159.95
Shivamshree Busi,538520,,INE857P01021,Food Products,Packaged Foods,2.09,2.96,-2.79,0,1,45426,17183,23047,1.59,2.66,66.45,0.20,-4.57,-2.34,-8.73,2.16,1.79,2.16,1.79,45.37,0.00,0.01,0.01,0.01,37.50,,,83625,,-13.20,15.81
Shivansh Finserv,539593,,INE728Q01014,Finance,Other Financial Services,6.81,-1.02,-3.13,0,1,6810,7299,12999,4.83,10.57,28.80,0.40,-1.45,-9.68,-6.84,7.35,7.13,7.37,7.14,44.45,-0.11,-0.10,-0.11,-0.11,18.85,39.66,53.08,13153,13.95,-7.70,4.25
Shivashrit Foods,,SHIVASHRIT,INE1DLF01018,Food Products,Other Food Products,140.95,0.68,,1,0,64750,73750,132000,109.00,148.50,148.50,109.00,4.56,6.14,9.95,126.80,133.53,126.23,133.46,64.61,1.11,-0.31,-1.79,-2.51,,,,59528,,,257.50
Shlokka Dyes,544582,,INE1EUB01016,Chemicals & Petrochemicals,Specialty Chemicals,29.65,-56.29,,1,0,20280,8100,6000,22.13,90.00,90.00,22.13,4.99,21.52,-8.74,36.52,62.39,36.80,62.72,49.83,-2.63,-3.13,-3.68,-3.94,,,,128780,,,63.48
Shoora Designs,543970,,INE0OJZ01019,Consumer Durables,"Gems, Jewellery And Watches",53.00,23.14,-22.85,1,0,7050,1500,1500,34.25,86.10,100.54,34.25,-1.85,0.00,0.00,51.11,58.64,51.04,58.69,52.93,1.99,2.25,2.50,2.63,-16.73,,,11012,,,24.51
Shoppers Stop,532638,SHOPERSTOP,INE498B01024,Retailing,Diversified Retail,410.00,-10.57,-19.80,0,1,169717,23961,37075,319.30,588.75,943.65,33.40,2.40,5.48,11.49,397.68,478.08,397.18,478.76,63.12,1.65,-0.91,-6.32,-8.31,-27.72,-15.19,14.25,90438,-2.30,2.16,4514.60
Shraddha Prime,531771,,INE311M01018,Realty,"Residential, Commercial Projects",179.60,-25.04,11.73,0,1,8895,9473,4098,100.00,258.90,258.90,1.24,2.60,-2.79,-9.91,192.50,177.44,193.02,177.42,42.84,-5.70,-6.06,-6.53,-6.73,69.59,194.24,151.08,15504,,59.08,725.60
Shradha AI Tech,543976,,INE489B01031,IT - Software,Computers - Software & Consulting,30.05,-16.83,-23.46,0,1,22692,29062,37605,27.50,52.00,63.64,9.68,4.49,0.20,6.98,31.65,36.02,31.71,36.08,48.55,-0.46,-0.52,-0.65,-0.70,-36.96,,,34218,,,183.16
Shradha Infrapr.,,SHRADHA,INE715Y01031,Realty,"Residential, Commercial Projects",38.76,-8.46,-27.28,0,1,21962,7912,12124,34.65,72.09,89.11,3.50,1.47,0.57,9.99,40.05,46.75,40.10,46.83,48.44,-0.32,-0.34,-0.27,-0.26,-38.61,37.96,31.47,44925,21.58,,313.95
Shree Bhavya,521131,,INE363D01018,Textiles & Apparels,Other Textile Products,24.74,-8.20,-14.57,0,1,2085,3868,10982,21.00,33.55,67.05,2.09,-3.74,-5.03,-2.25,26.04,26.29,26.09,26.31,43.56,0.05,0.19,0.11,0.12,-5.72,15.64,39.16,3709,16.49,11.20,23.50
