Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Debt,Reserves,Balance sheet total,Net block,Gross block,Current assets,Current liabilities,Contingent liabilities,Total Assets,Working capital,Face value,Cash Equivalents,Trade Payables,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization
Konark Synth,514128,,INE517D01019,Textiles & Apparels,Other Textile Products,41.23,23.14,-5.67,42.04,1.39,26.93,39.95,37.30,27.08,42.04,2.65,10.00,0.37,16.29,31.22,3.41,4.30,31.69,10.27,-0.23,14.86,30.52,50.04,64.49,8.96,13.32,24.39,23.96
Konndor Indust.,532397,,INE971A01014,"Paper, Forest & Jute Products",Paper & Paper Products,16.99,0.00,4.31,9.87,0.00,0.15,9.74,0.06,0.00,9.87,9.68,10.00,0.01,0.00,0.00,8.87,0.08,0.15,7.93,6.92,7.71,0.00,0.00,0.00,0.11,0.01,0.00,9.37
Konstelec Engg.,,KONSTELEC,INE0QEI01011,Construction,Civil Construction,42.65,81.90,85.13,256.20,14.43,21.36,235.15,149.00,4.40,256.20,86.15,10.00,24.64,35.63,45.10,82.53,8.60,18.87,46.17,34.70,,26.51,17.48,,7.50,7.45,,64.41
Kontor Space,,KONTOR,INE0KZ301010,Commercial Services & Supplies,Diversified Commercial Services,71.95,4.15,21.67,39.88,18.87,21.47,5.16,7.79,0.00,39.88,-2.63,10.00,0.75,0.75,5.11,9.34,9.03,11.94,-2.09,,,2.11,,,4.31,,,44.46
Kopran,524280,KOPRAN,INE082A01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,139.40,156.83,452.80,813.17,234.87,305.54,446.65,274.85,17.13,813.17,171.80,10.00,37.14,100.47,99.23,235.50,181.71,263.45,263.29,82.56,11.77,74.55,88.28,85.85,150.69,111.15,104.44,673.12
Kore Digital,,KDL,INE0O4R01018,Telecom - Services,Telecom - Infrastructure,149.00,6.33,118.67,311.66,35.74,44.90,250.09,177.87,0.08,311.66,72.22,10.00,2.24,151.17,0.83,64.11,10.19,11.01,,,,,,,,,,179.18
Kotak Mah. Bank,500247,KOTAKBANK,INE237A01036,Banks,Private Sector Bank,429.95,607199.72,166940.94,912952.41,2838.34,8355.66,95854.54,47868.16,1175809.96,912952.41,47986.38,1.00,36629.90,0.00,520374.37,42782.08,3510.26,7349.34,40724.63,60405.40,4812.73,365746.76,326476.93,104258.34,2723.38,2674.72,2542.89,427642.21
Kothari Ferment.,507474,,INE991B01010,Food Products,Other Food Products,42.49,42.47,37.30,123.55,88.51,155.92,32.98,32.09,16.08,123.55,0.89,10.00,0.85,8.81,46.95,-0.39,87.00,144.52,0.91,4.03,3.88,45.42,34.05,11.73,79.63,74.46,51.55,63.74
Kothari Indl,509732,,INE972A01020,Fertilizers & Agrochemicals,Fertilizers,200.60,11.74,218.06,311.27,73.00,33.62,125.97,34.64,31.17,311.27,91.33,5.00,37.23,19.06,33.31,-31.68,29.72,33.62,-1.44,-31.48,,62.53,12.95,,27.39,41.84,,2166.92
Kothari Petroche,,KOTHARIPET,INE720A01015,Chemicals & Petrochemicals,Petrochemicals,121.58,2.62,276.71,409.01,208.52,253.53,124.37,57.66,17.73,409.01,66.71,10.00,13.62,41.56,0.00,52.28,130.14,165.28,24.48,5.49,3.53,12.05,7.68,22.73,92.71,99.00,95.20,715.43
Kothari Products,530299,KOTHARIPRO,INE823A01017,Commercial Services & Supplies,Trading & Distributors,71.90,256.25,1061.52,1530.49,105.54,124.92,972.53,232.16,185.00,1530.49,740.37,10.00,30.86,67.42,82.22,805.77,46.62,65.02,1065.90,1375.19,-1248.03,342.70,1104.80,264.72,78.75,163.96,147.13,429.15
Kothari Sugars,,KOTARISUG,INE419A01022,Agricultural Food & other Products,Sugar,27.49,48.65,200.41,419.17,150.06,273.01,242.76,102.85,14.73,419.17,139.91,10.00,1.27,45.71,70.24,41.40,163.84,273.33,18.72,-0.62,27.34,56.91,83.54,166.38,152.73,172.09,178.45,227.87
Kotia Enterprise,539599,,INE079C01012,Retailing,Distributors,29.56,0.00,30.20,43.53,0.01,0.11,8.05,1.66,0.00,43.53,6.39,10.00,0.23,0.02,0.00,9.40,0.02,0.13,9.63,5.49,6.17,6.41,0.90,0.00,0.05,0.10,0.07,20.75
Kotyark Indust.,,KOTYARK,INE0J0B01017,Gas,LPG/CNG/PNG/LNG Supplier,225.70,80.70,138.91,247.37,60.95,97.77,165.76,64.36,0.00,247.37,101.40,10.00,1.57,4.28,68.09,91.17,73.69,90.01,,,,,,,,,,232.02
Koura Fine Diamo,544139,,INE0M8R01011,Consumer Durables,"Gems, Jewellery And Watches",40.00,1.00,10.29,16.50,0.42,0.64,16.01,1.54,0.00,16.50,14.47,10.00,1.06,0.32,0.37,8.30,0.22,0.25,,,,,,,,,,21.85
Kovai Medical,523323,KOVAI,INE177F01017,Healthcare Services,Hospital,5380.70,398.88,1179.27,1917.05,1286.29,1835.97,382.28,302.61,96.27,1917.05,79.67,10.00,308.15,26.81,310.36,47.89,1117.68,1578.89,75.61,37.55,-10.93,550.19,542.98,162.67,1084.54,642.77,442.60,5886.50
Kovil. Lak. Rol.,507598,,INE014E01015,Food Products,Other Food Products,99.00,102.08,61.80,222.62,79.42,112.58,135.43,115.83,1.17,222.62,19.60,10.00,0.64,33.88,89.50,32.06,77.76,102.43,20.78,16.58,2.80,45.06,27.66,47.99,51.30,26.73,26.91,89.51
KP Green Engg.,544150,,INE0QVH01025,Electrical Equipment,Heavy Electrical Equipment,409.00,203.60,357.40,1153.98,250.88,233.64,742.47,720.56,0.00,1153.98,21.91,5.00,9.67,493.19,45.70,239.88,35.93,46.72,12.40,6.63,,20.12,10.97,,16.72,13.01,,2045.00
KPI Green Energy,542323,KPIGREEN,INE542W01025,Power,Power Generation,422.00,2533.47,2551.17,6163.92,2393.27,2508.04,2972.40,1129.09,0.88,6163.92,1843.31,5.00,829.06,429.27,1036.48,438.95,979.36,1087.59,79.09,6.50,,446.48,138.96,,481.58,212.99,,8327.81
KPIT Technologi.,542651,KPITTECH,INE04I401011,IT - Software,Computers - Software & Consulting,961.80,529.15,2991.21,6713.79,3591.73,2736.98,2617.49,2811.80,21.07,6713.79,-194.31,10.00,944.04,287.42,328.76,417.57,1915.35,2556.23,698.93,549.91,,227.23,203.68,,640.85,526.42,0.00,26367.16
KPT Industries,505299,,INE731D01024,Industrial Manufacturing,Industrial Products,658.00,15.33,72.32,119.92,28.20,83.82,89.69,40.39,0.20,119.92,49.30,5.00,2.22,16.24,36.91,33.83,29.13,85.11,23.75,18.11,8.07,33.72,37.48,42.96,22.03,24.10,26.03,223.72
Kranti Industrie,542459,,INE911T01010,Auto Components,Auto Components & Equipments,69.13,45.71,30.60,111.96,58.87,121.66,48.28,36.00,0.26,111.96,12.28,10.00,0.03,18.64,40.47,2.38,53.41,108.92,-10.08,-1.51,,27.44,24.13,,41.13,36.90,24.87,88.22
KRBL,530813,KRBL,INE001B01026,Agricultural Food & other Products,Other Agricultural Products,372.15,70.99,5459.58,6258.19,926.73,1907.92,5250.04,611.55,313.88,6258.19,4638.49,1.00,517.37,168.35,544.57,3926.99,902.77,1860.59,3086.94,2114.37,791.41,145.18,571.51,1351.03,923.59,979.45,981.94,8518.13
Krebs Biochem,524518,KREBSBIO,INE268B01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,56.25,221.47,-182.39,165.91,144.48,314.11,9.78,111.61,8.47,165.91,-101.83,10.00,0.15,16.22,193.68,-44.39,149.96,312.46,-42.57,-24.27,-13.85,143.10,66.22,60.91,138.71,105.29,100.77,121.29
Kreon Finnancial,530139,,INE302C01018,Finance,Non Banking Financial Company (NBFC),30.95,28.93,16.28,69.87,3.04,5.32,9.23,1.32,0.16,69.87,7.91,10.00,8.63,0.00,27.97,19.87,3.48,5.09,1.33,0.51,0.39,6.89,7.66,0.00,0.12,0.19,0.20,62.58
Kretto Syscon,531328,,INE128R01023,Realty,"Residential, Commercial Projects",0.47,1.01,2.45,73.25,0.83,0.80,12.67,2.05,2.92,73.25,10.62,1.00,0.66,0.00,1.02,-0.73,0.74,0.77,-1.35,-1.01,0.06,0.00,0.02,0.00,0.73,0.74,0.72,31.84
Kridhan Infra,533482,KRIDHANINF,INE524L01026,Construction,Civil Construction,4.07,22.72,-299.74,35.54,16.68,28.82,16.96,315.34,177.32,35.54,-298.38,2.00,0.43,1.11,27.45,-373.43,17.12,28.82,-344.98,30.51,-5.47,22.43,17.99,174.19,21.10,27.21,351.07,38.56
Krishana Phosch.,,KRISHANA,INE506W01012,Fertilizers & Agrochemicals,Fertilizers,522.70,412.75,382.63,1270.18,279.72,452.67,852.96,614.60,0.00,1270.18,238.36,10.00,24.41,272.59,436.07,116.21,322.30,448.97,82.49,38.74,7.40,69.59,12.14,29.67,84.61,95.62,111.90,3165.09
Krishanveer Forg,513369,,INE013J01016,Industrial Products,Castings & Forgings,134.00,0.00,32.57,62.79,14.50,46.64,46.56,16.37,0.36,62.79,30.19,10.00,4.30,10.29,-1.14,25.03,15.81,45.71,17.77,9.39,4.61,5.33,4.53,10.08,17.71,17.65,12.02,146.61
Krishca Strapp.,,KRISHCA,INE0NR701018,Industrial Products,Iron & Steel Products,184.00,82.84,95.34,223.95,50.38,39.88,87.90,87.96,0.00,223.95,-0.06,10.00,0.46,16.38,18.97,16.38,5.17,11.46,1.11,-4.49,,9.40,8.27,,4.50,5.51,,265.70
Krishival Foods,544416,KRISHIVAL,INE0GGO01015,Food Products,Other Food Products,348.10,27.48,122.17,199.27,37.18,51.98,118.40,31.14,9.97,199.27,87.26,10.00,1.09,8.64,6.53,104.48,22.53,34.54,35.90,14.15,,10.69,10.62,,13.32,15.45,,928.82
Krishna Capital,539384,,INE897B01019,Finance,Non Banking Financial Company (NBFC),26.60,0.00,3.07,6.23,0.01,0.02,0.39,0.00,0.00,6.23,0.39,10.00,0.08,0.00,0.00,0.40,0.01,0.02,0.27,0.29,4.42,0.00,0.00,0.00,0.01,0.01,0.01,8.40
Krishna Defence,,KRISHNADEF,INE0J5601015,Aerospace & Defense,Aerospace & Defense,965.00,0.76,151.53,190.33,22.13,38.89,126.13,23.43,57.28,190.33,102.70,10.00,28.23,9.16,9.43,84.22,14.62,28.95,14.19,17.00,,23.09,25.68,,13.60,10.38,,1439.68
Krishna Fil. Ind,500248,KRISNAFILA,INE073A01019,Industrial Products,Plastic Products - Industrial,6.78,2.93,-10.67,0.75,0.31,0.31,0.04,0.66,0.00,0.75,-0.62,10.00,0.04,0.00,2.85,-0.66,0.31,0.31,-0.66,-0.37,0.00,2.85,2.85,0.61,0.31,0.34,0.34,5.28
Krishna Institu.,543308,KIMS,INE967H01025,Healthcare Services,Hospital,674.55,3187.00,2190.40,6625.30,4641.90,4089.20,823.30,1145.70,83.80,6625.30,-322.40,2.00,100.00,329.40,1355.33,12.17,2433.91,3019.09,178.38,1.02,,256.53,368.73,,1005.21,915.98,754.76,26991.35
Krishna Vent.,504392,,INE537L01010,Realty,"Residential, Commercial Projects",27.50,0.00,-0.22,25.41,2.78,3.22,10.04,0.88,0.00,25.41,9.16,10.00,0.02,0.23,0.00,7.21,5.97,6.23,1.31,0.03,0.82,0.00,0.00,0.00,0.00,2.11,8.08,29.70
Kriti Industries,526423,KRITI,INE479D01038,Industrial Products,Plastic Products - Industrial,88.00,100.51,212.84,421.42,177.22,238.48,220.19,153.86,12.53,421.42,66.33,1.00,19.49,66.65,128.37,43.76,155.33,214.98,68.32,29.07,12.34,98.87,77.22,48.75,105.90,106.27,83.46,463.72
Kriti Nutrients,533210,KRITINUT,INE798K01010,Agricultural Food & other Products,Edible Oil,73.81,5.91,223.71,255.91,55.93,88.85,110.00,20.70,7.00,255.91,89.30,1.00,52.13,4.66,12.15,76.24,58.09,83.90,55.71,39.61,1.79,37.56,9.03,20.31,47.29,45.62,40.12,369.82
Kritika Wires,,KRITIKA,INE00Z501029,Industrial Products,Iron & Steel Products,6.81,38.52,43.62,169.75,27.30,42.13,135.21,71.00,10.18,169.75,64.21,2.00,6.32,22.28,40.09,57.57,25.42,34.21,53.91,37.97,,21.27,30.17,,17.80,19.06,23.27,181.36
KRM Ayurveda,,KRMAYURVED,INE1MTV01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,225.00,25.07,20.61,78.12,26.59,29.97,50.34,26.26,0.00,78.12,24.08,10.00,1.09,5.29,23.18,9.35,22.87,25.24,,,,,,,,,,478.37
KRN Heat Exchan,544263,KRN,INE0Q3J01015,Industrial Products,Other Industrial Products,717.30,30.47,466.29,728.78,283.26,102.91,432.47,197.44,64.34,728.78,235.03,10.00,72.29,154.38,86.96,67.79,81.70,94.78,,,,,,,,,,4458.51
Kronox Lab,544187,KRONOX,INE0ATZ01017,Chemicals & Petrochemicals,Specialty Chemicals,129.75,2.61,64.30,112.68,29.71,40.31,81.05,9.92,0.00,112.68,71.13,10.00,12.62,7.53,0.00,38.93,26.41,37.48,30.40,16.24,,3.36,0.03,,11.30,5.54,,481.41
Kross Ltd,544253,KROSS,INE0O6601022,Auto Components,Auto Components & Equipments,209.15,60.00,420.95,599.69,154.29,195.59,357.61,111.76,37.25,599.69,245.85,5.00,53.97,55.61,117.90,62.30,106.01,162.44,21.24,12.98,,86.05,64.98,,75.85,58.99,,1349.23
Krsnaa Diagnost.,543328,KRSNAA,INE08LI01020,Healthcare Services,Healthcare Service Provider,679.05,283.57,915.56,1502.51,679.82,967.90,577.95,398.01,55.04,1502.51,179.94,5.00,129.02,133.35,159.79,146.36,647.16,873.65,216.12,32.83,,40.99,246.27,,385.69,275.10,116.13,2202.74
Krupalu Metals,544509,,INE0XZB01017,Industrial Products,"Aluminium, Copper & Zinc Products",37.00,4.96,12.16,30.99,1.60,3.37,28.51,11.61,0.00,30.99,16.90,10.00,0.35,5.94,9.56,3.64,1.71,3.28,2.49,,,8.07,,,1.90,,,21.72
Krypton Industri,523550,,INE951B01014,Diversified,Diversified,37.20,20.57,15.72,60.15,16.73,30.89,36.39,18.34,0.62,60.15,18.05,10.00,2.13,2.44,16.47,20.71,15.31,27.69,17.44,14.96,,11.53,16.18,,15.93,16.36,,54.69
Krystal Integrat,544149,KRYSTAL,INE0QN801017,Commercial Services & Supplies,Diversified Commercial Services,628.35,100.82,441.21,756.91,106.26,142.15,576.16,286.74,62.88,756.91,289.42,10.00,34.48,45.14,86.67,235.90,79.86,116.15,75.56,38.29,,73.94,21.02,,10.74,12.07,11.95,877.93
KSB,500249,KSB,INE999A01023,Industrial Products,"Compressors, Pumps & Diesel Engines",731.00,4.60,1499.60,2505.80,445.00,987.12,1848.00,901.60,192.21,2505.80,946.40,2.00,316.70,425.90,3.24,749.65,418.99,923.64,575.39,422.38,277.88,2.99,60.00,24.38,310.64,307.29,308.20,12722.28
KSE,519421,,INE953E01022,Food Products,Animal Feed,234.80,24.13,348.35,430.56,62.08,88.92,360.41,58.64,1.40,430.56,301.77,1.00,14.35,21.43,20.84,147.01,43.07,68.97,145.59,58.61,48.79,19.09,14.91,17.36,38.26,24.57,27.27,751.36
KSH Internationa,544664,KSHINTL,INE987S01020,Industrial Products,Cables - Electricals,378.85,489.15,322.06,937.57,289.81,222.67,617.74,438.32,3.49,937.57,179.42,5.00,10.59,50.53,214.15,122.99,139.73,215.34,71.97,,,146.26,,,87.79,,,2566.92
Kshitij Polyline,,KSHITIJPOL,INE013801027,Chemicals & Petrochemicals,Printing Inks,3.09,11.24,29.01,76.40,14.05,22.92,42.39,10.15,0.00,76.40,32.24,2.00,1.42,3.37,45.82,7.77,21.89,32.98,10.03,,,17.27,,,11.16,,,47.64
Ksolves India,543599,KSOLVES,INE0D6I01023,IT - Software,Computers - Software & Consulting,315.70,2.50,21.36,55.45,6.37,12.40,47.07,12.99,0.00,55.45,34.08,5.00,17.69,0.48,0.00,22.44,2.42,5.17,15.85,-0.48,,0.00,0.19,,1.07,1.18,,748.87
KSR Footwear,544615,KSR,INE1SPP01016,Commercial Services & Supplies,Trading & Distributors,31.21,32.32,55.74,173.73,49.23,,120.98,82.14,,173.73,38.84,10.00,4.54,64.21,,,,,,,,,,,,,,57.34
Kuantum Papers,532937,KUANTUM,INE529I01021,"Paper, Forest & Jute Products",Paper & Paper Products,96.51,677.66,1195.64,2157.77,1741.24,1913.22,206.53,327.04,31.55,2157.77,-120.51,1.00,13.24,50.83,512.50,4.83,1475.20,1720.58,40.48,-20.01,18.01,762.31,573.30,224.16,1408.28,1033.53,824.51,842.17
Kuber Udyog,539408,,INE594R01018,Finance,Non Banking Financial Company (NBFC),12.42,2.85,0.45,6.78,0.00,0.00,6.49,2.85,0.00,6.78,3.64,10.00,0.16,0.00,3.21,0.30,0.00,0.00,0.00,4.11,3.73,2.80,0.00,0.00,0.00,0.00,0.00,4.26
Kuberan Global,543289,,INE04CO01018,Other Consumer Services,Education,40.54,0.04,-0.09,2.06,1.40,1.56,0.66,0.04,0.00,2.06,0.62,10.00,0.00,0.00,0.00,0.76,0.72,0.72,0.69,0.35,0.10,0.00,0.03,0.17,0.54,0.66,,8.54
Kumbhat Fin.,526869,,INE795E01019,Finance,Non Banking Financial Company (NBFC),21.00,15.00,0.16,22.75,0.00,0.05,0.48,2.22,0.00,22.75,-1.74,10.00,0.19,0.00,0.00,0.07,0.01,0.05,3.08,0.34,,0.00,0.00,,0.00,0.00,0.01,11.19
Kundan Edifice,,KEL,INE0OWX01025,Consumer Durables,Consumer Electronics,97.00,32.36,34.59,99.69,22.31,27.39,72.58,47.20,0.17,99.69,25.38,10.00,4.46,16.58,18.09,23.63,12.69,15.95,1.92,1.81,,9.05,6.37,,5.09,0.72,0.41,99.64
Kunststoff Inds.,523594,,INE638D01021,Industrial Products,Plastic Products - Industrial,23.55,0.00,5.43,18.04,4.74,20.08,12.00,4.94,0.00,18.04,7.06,10.00,8.65,4.01,0.00,6.49,4.32,19.97,4.24,1.15,0.74,0.00,0.00,1.00,3.84,5.21,5.18,16.23
Kush Industries,514240,,INE979D01011,Textiles & Apparels,Other Textile Products,6.79,8.93,-22.17,1.73,0.10,0.10,1.38,9.06,0.00,1.73,-7.68,10.00,0.27,0.11,11.75,-7.46,0.10,0.10,-9.88,-12.67,1.75,14.61,14.21,14.65,0.24,0.93,1.18,10.36
Kuwer Industries,530421,,INE430F01010,Chemicals & Petrochemicals,Commodity Chemicals,9.71,36.23,8.81,77.44,11.44,12.63,64.88,43.60,1.13,77.44,21.28,10.00,0.03,11.95,28.37,17.85,14.06,14.06,14.40,10.75,11.16,29.14,22.87,2.81,17.24,17.16,5.82,8.81
KVS Castings,544554,,INE163701019,Industrial Products,Castings & Forgings,52.70,26.32,36.35,88.51,8.39,20.34,32.93,15.26,0.00,88.51,17.67,10.00,12.75,2.83,0.58,14.86,8.38,19.15,9.10,,,3.79,,,7.49,,,98.83
Kwality Pharma,539997,,INE552U01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,1135.10,110.44,279.73,477.65,143.75,231.57,320.06,170.62,36.98,477.65,149.44,10.00,34.05,58.29,98.12,90.83,139.05,206.64,88.33,17.94,6.07,54.01,34.97,7.86,91.73,42.69,20.38,1177.78
L G Balakrishnan,500250,LGBBROSLTD,INE337A01034,Auto Components,Auto Components & Equipments,2000.00,180.37,1964.50,2757.39,891.31,1441.56,1176.52,684.21,29.68,2757.39,492.31,10.00,231.43,331.14,115.21,583.37,572.65,1116.21,539.83,196.79,96.06,104.42,133.06,177.29,508.48,584.68,424.48,6378.49
L T Foods,532783,LTFOODS,INE818H01020,Agricultural Food & other Products,Other Agricultural Products,423.60,1804.46,4152.49,7634.63,1690.19,2394.03,5230.22,2607.63,74.96,7634.63,2622.59,1.00,613.09,810.83,917.48,2278.62,1159.77,2027.92,1386.65,905.88,162.88,1319.63,1764.25,1691.74,905.29,905.96,566.29,14709.64
L. T. Elevator,544518,,INE0TJ801010,Industrial Manufacturing,Industrial Products,180.00,6.49,73.09,127.60,17.74,27.62,104.88,32.56,13.16,127.60,72.32,10.00,20.70,7.59,14.02,3.36,8.22,15.55,-2.53,,,14.32,,,12.13,,,344.95
L.K.Mehta Poly.,544366,,INE0FFF01017,Industrial Products,Plastic Products - Industrial,43.99,6.53,7.33,19.91,0.88,2.08,18.96,6.88,1.16,19.91,12.08,10.00,0.97,0.73,6.48,4.04,1.29,2.06,3.01,,,4.39,,,1.06,,,16.89
L&T Finance Ltd,533519,LTF,INE498L01015,Finance,Non Banking Financial Company (NBFC),288.35,97970.33,23858.20,127231.90,1112.72,1210.46,8873.10,2764.45,327.15,127231.90,6108.65,10.00,8080.67,1502.78,76603.45,3998.91,519.35,1013.89,9024.52,3539.53,-1420.63,85236.76,93934.07,43454.03,508.81,1100.07,1150.72,72190.97
L&T Technology,540115,LTTS,INE010V01017,IT - Services,IT Enabled Services,3827.55,630.00,6167.80,9731.60,2295.30,3511.50,6602.40,2867.00,141.00,9731.60,3735.40,2.00,1491.80,1720.60,658.80,2399.60,1612.60,2687.70,1560.00,1260.40,599.46,477.10,30.30,968.77,1282.70,1173.50,709.40,40570.51
La Opala RG,526947,LAOPALA,INE059D01020,Consumer Durables,Glass - Consumer,201.55,8.39,779.63,880.48,180.74,343.04,594.51,33.84,4.99,880.48,560.67,2.00,0.64,11.46,9.28,99.23,196.96,349.55,16.49,66.24,24.03,14.53,5.43,7.86,119.33,122.03,130.69,2237.21
La Tim Metal & I,505693,,INE501N01020,Metals & Minerals Trading,Trading - Metals,10.18,46.17,60.75,162.18,17.44,34.77,140.52,76.92,10.46,162.18,63.60,1.00,0.84,38.10,49.19,66.20,20.37,34.98,18.56,8.98,-6.21,0.42,0.01,4.03,0.11,0.52,0.28,132.98
Labelkraft Tech.,543830,,INE0NLJ01011,"Paper, Forest & Jute Products",Paper & Paper Products,50.00,2.52,9.33,16.84,11.13,11.90,5.59,2.26,0.00,16.84,3.33,10.00,0.61,0.70,2.48,4.05,5.48,5.77,,,,,,,,,,16.22
Lactose (India),524202,,INE058I01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,102.00,54.15,49.81,137.81,55.59,87.88,56.10,44.68,7.80,137.81,11.42,10.00,4.09,12.94,39.25,10.04,54.66,85.30,7.84,8.40,-7.25,41.33,39.44,38.91,59.22,61.82,63.17,128.41
Ladam Affordab.,540026,,INE213U01019,Realty,"Residential, Commercial Projects",6.34,13.34,20.16,49.38,21.03,22.53,11.41,15.36,0.00,49.38,-3.95,5.00,0.55,1.07,9.83,-1.05,21.04,22.53,5.14,6.43,43.12,14.71,19.03,38.29,21.14,21.24,21.36,11.61
Ladderup Finance,530577,,INE519D01015,Finance,Non Banking Financial Company (NBFC),54.25,23.76,66.98,113.58,6.56,9.88,12.46,3.56,0.00,113.58,8.90,10.00,3.81,0.83,14.15,11.48,6.10,9.84,6.34,11.27,5.83,2.08,19.50,3.26,3.90,31.82,0.44,57.52
Laddu Gopal,537707,,INE546I01025,Realty,"Residential, Commercial Projects",0.94,1.88,36.24,65.70,0.00,0.00,0.27,2.50,0.00,65.70,-2.23,2.00,0.07,0.13,0.00,34.88,0.00,0.00,0.16,0.34,3.32,0.00,7.37,15.10,27.14,30.01,33.42,12.67
Laffans Petroch,524522,,INE919B01011,Chemicals & Petrochemicals,Trading - Chemicals,26.96,0.45,57.72,69.61,11.91,15.21,1.56,1.22,0.00,69.61,0.34,10.00,0.03,0.19,0.38,0.76,6.96,9.91,-0.25,0.47,4.65,0.00,0.00,0.00,7.04,7.78,1.77,21.57
Lagnam Spintex,,LAGNAM,INE548Z01017,Textiles & Apparels,Other Textile Products,78.50,388.50,103.20,570.25,340.29,387.28,229.09,215.57,60.89,570.25,13.52,10.00,0.09,14.55,377.74,14.36,353.76,385.46,59.55,9.59,4.93,163.58,153.50,37.13,144.22,156.67,52.10,138.70
Lahoti Overseas,531842,,INE515C01023,Commercial Services & Supplies,Trading & Distributors,50.91,25.04,203.33,248.07,24.72,73.69,158.06,32.77,11.94,248.07,125.29,2.00,10.66,3.37,10.33,129.67,28.08,71.74,106.13,75.93,31.00,61.65,36.10,101.67,32.17,36.91,45.14,148.51
Lak. Electrical,504258,,INE284C01018,Electrical Equipment,Other Electrical Equipment,756.90,14.50,271.83,352.96,49.68,66.61,112.89,62.53,4.39,352.96,50.36,10.00,7.09,38.79,6.65,62.53,43.56,55.44,55.74,32.25,50.56,6.16,0.40,0.94,33.08,34.53,25.95,186.20
Lak. Fin. & Indl,,LFIC,INE850E01012,Finance,Investment Company,139.02,0.00,57.46,63.80,0.82,2.13,7.71,3.27,0.00,63.80,4.44,10.00,6.52,0.02,0.00,4.74,0.67,1.69,6.68,3.39,3.07,0.00,0.00,0.00,0.81,0.69,0.67,41.72
Lak. Prec. Screw,506079,LAKPRE,INE651C01018,Auto Components,Auto Components & Equipments,5.00,260.75,12.42,460.13,143.84,342.20,284.35,338.42,9.77,460.13,-54.07,10.00,5.22,55.45,253.13,-1.71,149.75,345.15,53.17,33.92,96.85,259.23,196.61,68.72,82.85,101.05,58.98,5.47
Lake Shore,519612,,INE734D01010,Food Products,Packaged Foods,78.99,0.00,16.78,20.42,0.00,1.91,7.79,0.14,0.54,20.42,7.65,10.00,6.89,0.00,0.00,19.39,0.10,1.91,11.50,11.18,3.86,0.00,0.00,0.01,0.20,0.30,0.48,27.65
Lakhotia Poly.,535387,,INE191O01010,Textiles & Apparels,Other Textile Products,60.00,10.73,6.42,38.59,0.35,1.85,37.78,21.53,0.00,38.59,16.25,10.00,0.16,9.13,6.04,8.14,0.40,1.85,6.14,5.31,4.59,7.42,5.48,3.14,0.18,0.42,0.65,62.84
Lakshmi Engg.,505302,,INE718M01022,Industrial Manufacturing,Industrial Products,1980.00,11.67,15.22,43.07,29.47,25.44,11.01,9.76,0.00,43.07,1.25,100.00,7.55,0.07,5.07,2.10,18.96,24.58,1.92,3.79,9.20,4.43,4.92,8.60,15.07,15.03,8.28,132.40
Lakshmi Mills,502958,,INE938C01019,Textiles & Apparels,Other Textile Products,7600.00,133.51,881.03,1152.35,229.37,312.83,62.56,120.94,15.67,1152.35,-58.38,100.00,3.96,34.70,140.06,-46.42,237.22,304.27,-3.59,-31.70,79.20,82.85,86.24,62.28,159.34,158.39,160.60,528.96
Lakshya Powertec,,LAKSHYA,INE0VZS01015,Construction,Civil Construction,115.00,57.68,89.65,189.84,3.57,4.53,179.98,87.82,0.35,189.84,92.16,10.00,4.37,22.83,30.00,24.59,1.94,3.76,2.33,,,5.91,,,0.92,,,115.96
Lambodhara Text.,590075,LAMBODHARA,INE112F01022,Textiles & Apparels,Other Textile Products,115.18,39.49,117.19,194.10,110.30,174.55,72.08,21.61,0.55,194.10,50.47,5.00,9.10,4.97,56.88,16.10,112.38,164.34,22.67,22.77,5.07,41.33,46.05,63.31,82.55,81.42,64.27,119.54
Lamosaic India,,LAMOSAIC,INE0R0201012,Consumer Durables,Plywood Boards/ Laminates,28.30,8.38,70.31,110.36,4.99,5.88,90.88,29.45,0.00,110.36,61.43,10.00,0.11,6.41,17.24,15.65,5.53,5.85,,,,,,,,,,29.25
Lancer Containe.,539841,LANCER,INE359U01028,Transport Services,Logistics Solution Provider,11.20,50.38,363.89,577.93,451.95,464.86,122.00,53.06,9.46,577.93,68.94,5.00,18.36,25.55,112.54,90.24,142.12,212.79,14.97,-6.67,,42.15,30.21,,80.99,65.97,,280.45
Lancor Holdings,509048,LANCORHOL,INE572G01025,Realty,"Residential, Commercial Projects",29.79,126.41,181.75,433.68,54.29,72.78,342.36,165.12,29.90,433.68,177.24,2.00,9.60,17.01,95.03,93.32,47.17,61.01,133.55,198.32,148.05,174.33,198.28,193.26,48.03,48.10,53.56,219.10
